ending,endingstem,penSyl,person,number,tense,mood,suff1,suff2,stemC1,stemC2,stemC3
ir,ANY,interdec,3,0,2,0,irá,ANY,interd,ANY,ANY
ir,ANY,interdec,1,1,2,0,iremos,ANY,interd,ANY,ANY
ir,ANY,interdec,2,1,2,0,iréis,ANY,interd,ANY,ANY
ir,ANY,interdec,3,1,2,0,irán,ANY,interd,ANY,ANY
ir,ANY,predec,1,0,2,0,iré,ANY,predec,ANY,ANY
ir,ANY,predec,2,0,2,0,irás,ANY,predec,ANY,ANY
ir,ANY,predec,3,0,2,0,irá,ANY,predec,ANY,ANY
ir,ANY,predec,1,1,2,0,iremos,ANY,predec,ANY,ANY
ir,ANY,predec,2,1,2,0,iréis,ANY,predec,ANY,ANY
ir,ANY,predec,3,1,2,0,irán,ANY,predec,ANY,ANY
ir,ANY,cer,1,0,2,0,iré,ANY,cer,ANY,ANY
ir,ANY,cer,2,0,2,0,irás,ANY,cer,ANY,ANY
ir,ANY,cer,3,0,2,0,irá,ANY,cer,ANY,ANY
ir,ANY,cer,1,1,2,0,iremos,ANY,cer,ANY,ANY
ir,ANY,cer,2,1,2,0,iréis,ANY,cer,ANY,ANY
ir,ANY,cer,3,1,2,0,irán,ANY,cer,ANY,ANY
ir,ANY,or,1,0,2,0,iré,ANY,or,ANY,ANY
ir,ANY,or,2,0,2,0,irás,ANY,or,ANY,ANY
ir,ANY,or,3,0,2,0,irá,ANY,or,ANY,ANY
ir,ANY,or,1,1,2,0,iremos,ANY,or,ANY,ANY
ir,ANY,or,2,1,2,0,iréis,ANY,or,ANY,ANY
ir,ANY,or,3,1,2,0,irán,ANY,or,ANY,ANY
ir,NULL,NULL,1,0,2,0,iré,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,2,0,irás,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,2,0,irá,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,2,0,iremos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,2,0,iréis,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,2,0,irán,ANY,ANY,ANY,ANY
ir,ANY,luc,1,0,2,0,iré,ANY,luc,ANY,ANY
ir,ANY,luc,2,0,2,0,irás,ANY,luc,ANY,ANY
ir,ANY,luc,3,0,2,0,irá,ANY,luc,ANY,ANY
ir,ANY,luc,1,1,2,0,iremos,ANY,luc,ANY,ANY
ir,ANY,luc,2,1,2,0,iréis,ANY,luc,ANY,ANY
ir,ANY,luc,3,1,2,0,irán,ANY,luc,ANY,ANY
ir,ull,ANY,1,0,2,0,ulliré,ANY,ANY,ANY,ANY
ir,ull,ANY,2,0,2,0,ullirás,ANY,ANY,ANY,ANY
ir,ull,ANY,3,0,2,0,ullirá,ANY,ANY,ANY,ANY
ir,ull,ANY,1,1,2,0,ulliremos,ANY,ANY,ANY,ANY
ir,ull,ANY,2,1,2,0,ulliréis,ANY,ANY,ANY,ANY
ir,ull,ANY,3,1,2,0,ullirán,ANY,ANY,ANY,ANY
ir,uñ,ANY,1,0,2,0,uñiré,ANY,ANY,ANY,ANY
ir,uñ,ANY,2,0,2,0,uñirás,ANY,ANY,ANY,ANY
ir,uñ,ANY,3,0,2,0,uñirá,ANY,ANY,ANY,ANY
ir,uñ,ANY,1,1,2,0,uñiremos,ANY,ANY,ANY,ANY
ir,uñ,ANY,2,1,2,0,uñiréis,ANY,ANY,ANY,ANY
ir,uñ,ANY,3,1,2,0,uñirán,ANY,ANY,ANY,ANY
ir,ANY,oí,1,0,2,0,iré,ANY,o,ANY,ANY
ir,ANY,oí,2,0,2,0,irás,ANY,o,ANY,ANY
ir,ANY,oí,3,0,2,0,irá,ANY,o,ANY,ANY
ir,ANY,oí,1,1,2,0,iremos,ANY,o,ANY,ANY
ir,ANY,oí,2,1,2,0,iréis,ANY,o,ANY,ANY
ir,ANY,oí,3,1,2,0,irán,ANY,o,ANY,ANY
ir,ANY,e,1,0,2,0,iré,ANY,e,ANY,ANY
ir,ANY,e,2,0,2,0,irás,ANY,e,ANY,ANY
ir,ANY,e,3,0,2,0,irá,ANY,e,ANY,ANY
ir,ANY,e,1,1,2,0,iremos,ANY,e,ANY,ANY
ir,ANY,e,2,1,2,0,iréis,ANY,e,ANY,ANY
ir,ANY,e,3,1,2,0,irán,ANY,e,ANY,ANY
ir,g,e,1,0,2,0,giré,ANY,e,ANY,ANY
ir,g,e,2,0,2,0,girás,ANY,e,ANY,ANY
ir,g,e,3,0,2,0,girá,ANY,e,ANY,ANY
ir,g,e,1,1,2,0,giremos,ANY,e,ANY,ANY
ir,g,e,2,1,2,0,giréis,ANY,e,ANY,ANY
ir,g,e,3,1,2,0,girán,ANY,e,ANY,ANY
ir,gu,e,1,0,2,0,guiré,ANY,e,ANY,ANY
ir,gu,e,2,0,2,0,guirás,ANY,e,ANY,ANY
ir,gu,e,3,0,2,0,guirá,ANY,e,ANY,ANY
ir,gu,e,1,1,2,0,guiremos,ANY,e,ANY,ANY
ir,gu,e,2,1,2,0,guiréis,ANY,e,ANY,ANY
ir,gu,e,3,1,2,0,guirán,ANY,e,ANY,ANY
ir,ANY,pud,1,0,2,0,iré,ANY,pud,ANY,ANY
ir,ANY,pud,2,0,2,0,irás,ANY,pud,ANY,ANY
ir,ANY,pud,3,0,2,0,irá,ANY,pud,ANY,ANY
ir,ANY,pud,1,1,2,0,iremos,ANY,pud,ANY,ANY
ir,ANY,pud,2,1,2,0,iréis,ANY,pud,ANY,ANY
ir,ANY,pud,3,1,2,0,irán,ANY,pud,ANY,ANY
ir,ANY,sal,1,0,2,0,ré,ANY,sald,ANY,ANY
ir,ANY,sal,2,0,2,0,rás,ANY,sald,ANY,ANY
ir,ANY,sal,3,0,2,0,rá,ANY,sald,ANY,ANY
ir,ANY,sal,1,1,2,0,remos,ANY,sald,ANY,ANY
ir,ANY,sal,2,1,2,0,réis,ANY,sald,ANY,ANY
ir,ANY,sal,3,1,2,0,rán,ANY,sald,ANY,ANY
ir,r,e,1,0,2,0,riré,ANY,e,ANY,ANY
ir,r,e,2,0,2,0,rirás,ANY,e,ANY,ANY
ir,r,e,3,0,2,0,rirá,ANY,e,ANY,ANY
ir,r,e,1,1,2,0,riremos,ANY,e,ANY,ANY
ir,r,e,2,1,2,0,riréis,ANY,e,ANY,ANY
ir,r,e,3,1,2,0,rirán,ANY,e,ANY,ANY
ir,rt,e,1,0,2,0,rtiré,ANY,e,ANY,ANY
ir,rt,e,2,0,2,0,rtirás,ANY,e,ANY,ANY
ir,rt,e,3,0,2,0,rtirá,ANY,e,ANY,ANY
ir,rt,e,1,1,2,0,rtiremos,ANY,e,ANY,ANY
ir,rt,e,2,1,2,0,rtiréis,ANY,e,ANY,ANY
ir,rt,e,3,1,2,0,rtirán,ANY,e,ANY,ANY
ir,v,e,1,0,2,0,viré,ANY,e,ANY,ANY
ir,v,e,2,0,2,0,virás,ANY,e,ANY,ANY
ir,v,e,3,0,2,0,virá,ANY,e,ANY,ANY
ir,v,e,1,1,2,0,viremos,ANY,e,ANY,ANY
ir,v,e,2,1,2,0,viréis,ANY,e,ANY,ANY
ir,v,e,3,1,2,0,virán,ANY,e,ANY,ANY
ir,nt,e,1,0,2,0,ntiré,ANY,e,ANY,ANY
ir,nt,e,2,0,2,0,ntirás,ANY,e,ANY,ANY
ir,nt,e,3,0,2,0,ntirá,ANY,e,ANY,ANY
ir,nt,e,1,1,2,0,ntiremos,ANY,e,ANY,ANY
ir,nt,e,2,1,2,0,ntiréis,ANY,e,ANY,ANY
ir,nt,e,3,1,2,0,ntirán,ANY,e,ANY,ANY
ir,ANY,eí,1,0,2,0,iré,ANY,e,ANY,ANY
ir,ANY,eí,2,0,2,0,irás,ANY,e,ANY,ANY
ir,ANY,eí,3,0,2,0,irá,ANY,e,ANY,ANY
ir,ANY,eí,1,1,2,0,iremos,ANY,e,ANY,ANY
ir,ANY,eí,2,1,2,0,iréis,ANY,e,ANY,ANY
ir,ANY,eí,3,1,2,0,irán,ANY,e,ANY,ANY
ir,ANY,ven,1,0,2,0,ré,ANY,vend,ANY,ANY
ir,ANY,ven,2,0,2,0,rás,ANY,vend,ANY,ANY
ir,ANY,ven,3,0,2,0,rá,ANY,vend,ANY,ANY
ir,ANY,ven,1,1,2,0,remos,ANY,vend,ANY,ANY
ir,ANY,ven,2,1,2,0,réis,ANY,vend,ANY,ANY
ir,ANY,ven,3,1,2,0,rán,ANY,vend,ANY,ANY
ir,ANY,qui,1,0,4,0,iría,ANY,qui,ANY,ANY
ir,ANY,qui,2,0,4,0,irías,ANY,qui,ANY,ANY
ir,ANY,qui,3,0,4,0,iría,ANY,qui,ANY,ANY
ir,ANY,qui,1,1,4,0,iríamos,ANY,qui,ANY,ANY
ir,ANY,qui,2,1,4,0,iríais,ANY,qui,ANY,ANY
ir,ANY,qui,3,1,4,0,irían,ANY,qui,ANY,ANY
ir,ANY,eñ,1,0,4,0,iría,ANY,eñ,ANY,ANY
ir,ANY,eñ,2,0,4,0,irías,ANY,eñ,ANY,ANY
ir,ANY,eñ,3,0,4,0,iría,ANY,eñ,ANY,ANY
ir,ANY,eñ,1,1,4,0,iríamos,ANY,eñ,ANY,ANY
ir,ANY,eñ,2,1,4,0,iríais,ANY,eñ,ANY,ANY
ir,ANY,eñ,3,1,4,0,irían,ANY,eñ,ANY,ANY
ir,ANY,duc,1,0,4,0,iría,ANY,duc,ANY,ANY
ir,ANY,duc,2,0,4,0,irías,ANY,duc,ANY,ANY
ir,ANY,duc,3,0,4,0,iría,ANY,duc,ANY,ANY
ir,ANY,duc,1,1,4,0,iríamos,ANY,duc,ANY,ANY
ir,ANY,duc,2,1,4,0,iríais,ANY,duc,ANY,ANY
ir,ANY,duc,3,1,4,0,irían,ANY,duc,ANY,ANY
ir,u,ANY,1,0,4,0,uiría,ANY,ANY,ANY,ANY
ir,u,ANY,2,0,4,0,uirías,ANY,ANY,ANY,ANY
ir,u,ANY,3,0,4,0,uiría,ANY,ANY,ANY,ANY
ir,u,ANY,1,1,4,0,uiríamos,ANY,ANY,ANY,ANY
ir,u,ANY,2,1,4,0,uiríais,ANY,ANY,ANY,ANY
ir,u,ANY,3,1,4,0,uirían,ANY,ANY,ANY,ANY
ir,ü,ANY,1,0,4,0,üiría,ANY,ANY,ANY,ANY
ir,ü,ANY,2,0,4,0,üirías,ANY,ANY,ANY,ANY
ir,ü,ANY,3,0,4,0,üiría,ANY,ANY,ANY,ANY
ir,ü,ANY,1,1,4,0,üiríamos,ANY,ANY,ANY,ANY
ir,ü,ANY,2,1,4,0,üiríais,ANY,ANY,ANY,ANY
ir,ü,ANY,3,1,4,0,üirían,ANY,ANY,ANY,ANY
ir,u,h,1,0,4,0,uiría,ANY,h,ANY,ANY
ir,u,h,2,0,4,0,uirías,ANY,h,ANY,ANY
ir,u,h,3,0,4,0,uiría,ANY,h,ANY,ANY
ir,u,h,1,1,4,0,uiríamos,ANY,h,ANY,ANY
ir,u,h,2,1,4,0,uiríais,ANY,h,ANY,ANY
ir,u,h,3,1,4,0,uirían,ANY,h,ANY,ANY
ir,u,f,1,0,4,0,uiría,ANY,f,ANY,ANY
ir,u,f,2,0,4,0,uirías,ANY,f,ANY,ANY
ir,u,f,3,0,4,0,uiría,ANY,f,ANY,ANY
ir,u,f,1,1,4,0,uiríamos,ANY,f,ANY,ANY
ir,u,f,2,1,4,0,uiríais,ANY,f,ANY,ANY
ir,u,f,3,1,4,0,uirían,ANY,f,ANY,ANY
ir,dec,ANY,1,0,4,0,diría,ANY,ANY,ANY,ANY
ir,dec,ANY,2,0,4,0,dirías,ANY,ANY,ANY,ANY
ir,dec,ANY,3,0,4,0,diría,ANY,ANY,ANY,ANY
ir,dec,ANY,1,1,4,0,diríamos,ANY,ANY,ANY,ANY
ir,dec,ANY,2,1,4,0,diríais,ANY,ANY,ANY,ANY
ir,dec,ANY,3,1,4,0,dirían,ANY,ANY,ANY,ANY
ir,ANY,bendec,1,0,4,0,iría,ANY,bendec,ANY,ANY
ir,ANY,bendec,2,0,4,0,irías,ANY,bendec,ANY,ANY
ir,ANY,bendec,3,0,4,0,iría,ANY,bendec,ANY,ANY
ir,ANY,bendec,1,1,4,0,iríamos,ANY,bendec,ANY,ANY
ir,ANY,bendec,2,1,4,0,iríais,ANY,bendec,ANY,ANY
ir,ANY,bendec,3,1,4,0,irían,ANY,bendec,ANY,ANY
ir,ANY,maldec,1,0,4,0,iría,ANY,maldec,ANY,ANY
ir,ANY,maldec,2,0,4,0,irías,ANY,maldec,ANY,ANY
ir,ANY,maldec,3,0,4,0,iría,ANY,maldec,ANY,ANY
ir,ANY,maldec,1,1,4,0,iríamos,ANY,maldec,ANY,ANY
ir,ANY,maldec,2,1,4,0,iríais,ANY,maldec,ANY,ANY
ir,ANY,maldec,3,1,4,0,irían,ANY,maldec,ANY,ANY
ir,ANY,contradec,1,0,4,0,iría,ANY,contrad,ANY,ANY
ir,ANY,contradec,2,0,4,0,irías,ANY,contrad,ANY,ANY
ir,ANY,contradec,3,0,4,0,iría,ANY,contrad,ANY,ANY
ir,ANY,contradec,1,1,4,0,iríamos,ANY,contrad,ANY,ANY
ir,ANY,contradec,2,1,4,0,iríais,ANY,contrad,ANY,ANY
ir,ANY,contradec,3,1,4,0,irían,ANY,contrad,ANY,ANY
ir,ANY,desdec,1,0,4,0,iría,ANY,desd,ANY,ANY
ir,ANY,desdec,2,0,4,0,irías,ANY,desd,ANY,ANY
ir,ANY,desdec,3,0,4,0,iría,ANY,desd,ANY,ANY
ir,ANY,desdec,1,1,4,0,iríamos,ANY,desd,ANY,ANY
ir,ANY,desdec,2,1,4,0,iríais,ANY,desd,ANY,ANY
ir,ANY,desdec,3,1,4,0,irían,ANY,desd,ANY,ANY
ir,ANY,interdec,1,0,4,0,iría,ANY,interd,ANY,ANY
ir,ANY,interdec,2,0,4,0,irías,ANY,interd,ANY,ANY
ir,ANY,interdec,3,0,4,0,iría,ANY,interd,ANY,ANY
ir,ANY,interdec,1,1,4,0,iríamos,ANY,interd,ANY,ANY
ir,ANY,interdec,2,1,4,0,iríais,ANY,interd,ANY,ANY
ir,ANY,interdec,3,1,4,0,irían,ANY,interd,ANY,ANY
ir,ANY,predec,1,0,4,0,iría,ANY,predec,ANY,ANY
ir,ANY,predec,2,0,4,0,irías,ANY,predec,ANY,ANY
ir,ANY,predec,3,0,4,0,iría,ANY,predec,ANY,ANY
ir,ANY,predec,1,1,4,0,iríamos,ANY,predec,ANY,ANY
ir,ANY,predec,2,1,4,0,iríais,ANY,predec,ANY,ANY
ir,ANY,predec,3,1,4,0,irían,ANY,predec,ANY,ANY
ir,ANY,cer,1,0,4,0,iría,ANY,cer,ANY,ANY
ir,ANY,cer,2,0,4,0,irías,ANY,cer,ANY,ANY
ir,ANY,cer,3,0,4,0,iría,ANY,cer,ANY,ANY
ir,ANY,cer,1,1,4,0,iríamos,ANY,cer,ANY,ANY
ir,ANY,cer,2,1,4,0,iríais,ANY,cer,ANY,ANY
ir,ANY,cer,3,1,4,0,irían,ANY,cer,ANY,ANY
ir,ANY,or,1,0,4,0,iría,ANY,or,ANY,ANY
ir,ANY,or,2,0,4,0,irías,ANY,or,ANY,ANY
ir,ANY,or,3,0,4,0,iría,ANY,or,ANY,ANY
ir,ANY,or,1,1,4,0,iríamos,ANY,or,ANY,ANY
ir,ANY,or,2,1,4,0,iríais,ANY,or,ANY,ANY
ir,ANY,or,3,1,4,0,irían,ANY,or,ANY,ANY
ir,NULL,NULL,1,0,4,0,iría,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,4,0,irías,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,4,0,iría,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,4,0,iríamos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,4,0,iríais,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,4,0,irían,ANY,ANY,ANY,ANY
ir,ANY,luc,1,0,4,0,iría,ANY,luc,ANY,ANY
ir,ANY,luc,2,0,4,0,irías,ANY,luc,ANY,ANY
ir,ANY,luc,3,0,4,0,iría,ANY,luc,ANY,ANY
ir,ANY,luc,1,1,4,0,iríamos,ANY,luc,ANY,ANY
ir,ANY,luc,2,1,4,0,iríais,ANY,luc,ANY,ANY
ir,ANY,luc,3,1,4,0,irían,ANY,luc,ANY,ANY
ir,ull,ANY,1,0,4,0,ulliría,ANY,ANY,ANY,ANY
ir,ull,ANY,2,0,4,0,ullirías,ANY,ANY,ANY,ANY
ir,ull,ANY,3,0,4,0,ulliría,ANY,ANY,ANY,ANY
ir,ull,ANY,1,1,4,0,ulliríamos,ANY,ANY,ANY,ANY
ir,ull,ANY,2,1,4,0,ulliríais,ANY,ANY,ANY,ANY
ir,ull,ANY,3,1,4,0,ullirían,ANY,ANY,ANY,ANY
ir,uñ,ANY,1,0,4,0,uñiría,ANY,ANY,ANY,ANY
ir,uñ,ANY,2,0,4,0,uñirías,ANY,ANY,ANY,ANY
ir,uñ,ANY,3,0,4,0,uñiría,ANY,ANY,ANY,ANY
ir,uñ,ANY,1,1,4,0,uñiríamos,ANY,ANY,ANY,ANY
ir,uñ,ANY,2,1,4,0,uñiríais,ANY,ANY,ANY,ANY
ir,uñ,ANY,3,1,4,0,uñirían,ANY,ANY,ANY,ANY
ir,ANY,oí,1,0,4,0,iría,ANY,o,ANY,ANY
ir,ANY,oí,2,0,4,0,irías,ANY,o,ANY,ANY
ir,ANY,oí,3,0,4,0,iría,ANY,o,ANY,ANY
ir,ANY,oí,1,1,4,0,iríamos,ANY,o,ANY,ANY
ir,ANY,oí,2,1,4,0,iríais,ANY,o,ANY,ANY
ir,ANY,oí,3,1,4,0,irían,ANY,o,ANY,ANY
ir,ANY,e,1,0,4,0,iría,ANY,e,ANY,ANY
ir,ANY,e,2,0,4,0,irías,ANY,e,ANY,ANY
ir,ANY,e,3,0,4,0,iría,ANY,e,ANY,ANY
ir,ANY,e,1,1,4,0,iríamos,ANY,e,ANY,ANY
ir,ANY,e,2,1,4,0,iríais,ANY,e,ANY,ANY
ir,ANY,e,3,1,4,0,irían,ANY,e,ANY,ANY
ir,g,e,1,0,4,0,giría,ANY,e,ANY,ANY
ir,g,e,2,0,4,0,girías,ANY,e,ANY,ANY
ir,g,e,3,0,4,0,giría,ANY,e,ANY,ANY
ir,g,e,1,1,4,0,giríamos,ANY,e,ANY,ANY
ir,g,e,2,1,4,0,giríais,ANY,e,ANY,ANY
ir,g,e,3,1,4,0,girían,ANY,e,ANY,ANY
ir,gu,e,1,0,4,0,guiría,ANY,e,ANY,ANY
ir,gu,e,2,0,4,0,guirías,ANY,e,ANY,ANY
ir,gu,e,3,0,4,0,guiría,ANY,e,ANY,ANY
ir,gu,e,1,1,4,0,guiríamos,ANY,e,ANY,ANY
ir,gu,e,2,1,4,0,guiríais,ANY,e,ANY,ANY
ir,gu,e,3,1,4,0,guirían,ANY,e,ANY,ANY
ir,ANY,pud,1,0,4,0,iría,ANY,pud,ANY,ANY
ir,ANY,pud,2,0,4,0,irías,ANY,pud,ANY,ANY
ir,ANY,pud,3,0,4,0,iría,ANY,pud,ANY,ANY
ir,ANY,pud,1,1,4,0,iríamos,ANY,pud,ANY,ANY
ir,ANY,pud,2,1,4,0,iríais,ANY,pud,ANY,ANY
ir,ANY,pud,3,1,4,0,irían,ANY,pud,ANY,ANY
ir,ANY,sal,1,0,4,0,iría,ANY,sald,ANY,ANY
ir,ANY,sal,2,0,4,0,irías,ANY,sald,ANY,ANY
ir,ANY,sal,3,0,4,0,iría,ANY,sald,ANY,ANY
ir,ANY,sal,1,1,4,0,iríamos,ANY,sald,ANY,ANY
ir,ANY,sal,2,1,4,0,iríais,ANY,sald,ANY,ANY
ir,ANY,sal,3,1,4,0,irían,ANY,sald,ANY,ANY
ir,r,e,1,0,4,0,riría,ANY,e,ANY,ANY
ir,r,e,2,0,4,0,rirías,ANY,e,ANY,ANY
ir,r,e,3,0,4,0,riría,ANY,e,ANY,ANY
ir,r,e,1,1,4,0,riríamos,ANY,e,ANY,ANY
ir,r,e,2,1,4,0,riríais,ANY,e,ANY,ANY
ir,r,e,3,1,4,0,rirían,ANY,e,ANY,ANY
ir,rt,e,1,0,4,0,rtiría,ANY,e,ANY,ANY
ir,rt,e,2,0,4,0,rtirías,ANY,e,ANY,ANY
ir,rt,e,3,0,4,0,rtiría,ANY,e,ANY,ANY
ir,rt,e,1,1,4,0,rtiríamos,ANY,e,ANY,ANY
ir,rt,e,2,1,4,0,rtiríais,ANY,e,ANY,ANY
ir,rt,e,3,1,4,0,rtirían,ANY,e,ANY,ANY
ir,v,e,1,0,4,0,viría,ANY,e,ANY,ANY
ir,v,e,2,0,4,0,virías,ANY,e,ANY,ANY
ir,v,e,3,0,4,0,viría,ANY,e,ANY,ANY
ir,v,e,1,1,4,0,viríamos,ANY,e,ANY,ANY
ir,v,e,2,1,4,0,viríais,ANY,e,ANY,ANY
ir,v,e,3,1,4,0,virían,ANY,e,ANY,ANY
ir,nt,e,1,0,4,0,ntiría,ANY,e,ANY,ANY
ir,nt,e,2,0,4,0,ntirías,ANY,e,ANY,ANY
ir,nt,e,3,0,4,0,ntiría,ANY,e,ANY,ANY
ir,nt,e,1,1,4,0,ntiríamos,ANY,e,ANY,ANY
ir,nt,e,2,1,4,0,ntiríais,ANY,e,ANY,ANY
ir,nt,e,3,1,4,0,ntirían,ANY,e,ANY,ANY
ir,ANY,eí,1,0,4,0,iría,ANY,e,ANY,ANY
ir,ANY,eí,2,0,4,0,irías,ANY,e,ANY,ANY
ir,ANY,eí,3,0,4,0,iría,ANY,e,ANY,ANY
ir,ANY,eí,1,1,4,0,iríamos,ANY,e,ANY,ANY
ir,ANY,eí,2,1,4,0,iríais,ANY,e,ANY,ANY
ir,ANY,eí,3,1,4,0,irían,ANY,e,ANY,ANY
ir,ANY,ven,1,0,4,0,iría,ANY,vend,ANY,ANY
ir,ANY,ven,2,0,4,0,irías,ANY,vend,ANY,ANY
ir,ANY,ven,3,0,4,0,iría,ANY,vend,ANY,ANY
ir,ANY,ven,1,1,4,0,iríamos,ANY,vend,ANY,ANY
ir,ANY,ven,2,1,4,0,iríais,ANY,vend,ANY,ANY
ir,ANY,ven,3,1,4,0,irían,ANY,vend,ANY,ANY
ir,ANY,qui,2,0,0,2,e,ANY,quie,ANY,ANY
ir,ANY,qui,2,1,0,2,id,ANY,qui,ANY,ANY
ir,ANY,eñ,2,0,0,2,e,ANY,iñ,ANY,ANY
ir,ANY,eñ,2,1,0,2,id,ANY,eñ,ANY,ANY
ir,ANY,duc,2,0,0,2,e,ANY,duc,ANY,ANY
ir,ANY,duc,2,1,0,2,id,ANY,duc,ANY,ANY
ir,u,ANY,2,0,0,2,uye,ANY,ANY,ANY,ANY
ir,u,ANY,2,1,0,2,uid,ANY,ANY,ANY,ANY
ir,ü,ANY,2,0,0,2,uye,ANY,ANY,ANY,ANY
ir,ü,ANY,2,1,0,2,üid,ANY,ANY,ANY,ANY
ir,u,h,2,0,0,2,uye,ANY,h,ANY,ANY
ir,u,h,2,1,0,2,uid,ANY,h,ANY,ANY
ir,u,f,2,0,0,2,uye,ANY,f,ANY,ANY
ir,u,f,2,1,0,2,uid,ANY,f,ANY,ANY
ir,dec,ANY,2,0,0,2,di,ANY,ANY,ANY,ANY
ir,dec,ANY,2,1,0,2,decid,ANY,ANY,ANY,ANY
ir,ANY,bendec,2,0,0,2,e,ANY,bendic,ANY,ANY
ir,ANY,bendec,2,1,0,2,id,ANY,bendec,ANY,ANY
ir,ANY,maldec,2,0,0,2,e,ANY,maldic,ANY,ANY
ir,ANY,maldec,2,1,0,2,id,ANY,maldec,ANY,ANY
ir,ANY,contradec,2,0,0,2,e,ANY,contradic,ANY,ANY
ir,ANY,contradec,2,1,0,2,id,ANY,contradec,ANY,ANY
ir,ANY,desdec,2,0,0,2,e,ANY,desdic,ANY,ANY
ir,ANY,desdec,2,1,0,2,id,ANY,desdec,ANY,ANY
ir,ANY,interdec,2,0,0,2,e,ANY,interdic,ANY,ANY
ir,ANY,interdec,2,1,0,2,id,ANY,interdec,ANY,ANY
ir,ANY,predec,2,0,0,2,e,ANY,predic,ANY,ANY
ir,ANY,predec,2,1,0,2,id,ANY,predec,ANY,ANY
ir,ANY,cer,2,0,0,2,e,ANY,cier,ANY,ANY
ir,ANY,cer,2,1,0,2,id,ANY,cer,ANY,ANY
ir,ANY,or,2,0,0,2,e,ANY,uer,ANY,ANY
ir,ANY,or,2,1,0,2,id,ANY,or,ANY,ANY
ir,NULL,NULL,2,0,0,2,ve,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,0,2,id,ANY,ANY,ANY,ANY
ir,ANY,luc,2,0,0,2,e,ANY,luc,ANY,ANY
ir,ANY,luc,2,1,0,2,id,ANY,luc,ANY,ANY
ir,ull,ANY,2,0,0,2,ulle,ANY,ANY,ANY,ANY
ir,ull,ANY,2,1,0,2,ullid,ANY,ANY,ANY,ANY
ir,uñ,ANY,2,0,0,2,uñe,ANY,ANY,ANY,ANY
ir,uñ,ANY,2,1,0,2,uñid,ANY,ANY,ANY,ANY
ir,ANY,oí,2,0,0,2,ye,ANY,o,ANY,ANY
ir,ANY,oí,2,1,0,2,d,ANY,oí,ANY,ANY
ir,ANY,e,2,0,0,2,e,ANY,e,ANY,ANY
ir,ANY,e,2,1,0,2,id,ANY,e,ANY,ANY
ir,g,e,2,0,0,2,ge,ANY,e,ANY,ANY
ir,g,e,2,1,0,2,gid,ANY,e,ANY,ANY
ir,gu,e,2,0,0,2,gue,ANY,e,ANY,ANY
ir,gu,e,2,1,0,2,guid,ANY,e,ANY,ANY
ir,ANY,pud,2,0,0,2,e,ANY,pud,ANY,ANY
ir,ANY,pud,2,1,0,2,id,ANY,pud,ANY,ANY
ir,ANY,sal,2,0,0,2,l,ANY,sa,ANY,ANY
ir,ANY,sal,2,1,0,2,id,ANY,sal,ANY,ANY
ir,r,e,2,0,0,2,re,ANY,ie,ANY,ANY
ir,r,e,2,1,0,2,rid,ANY,e,ANY,ANY
ir,rt,e,2,0,0,2,rte,ANY,ie,ANY,ANY
ir,rt,e,2,1,0,2,rtid,ANY,e,ANY,ANY
ir,v,e,2,0,0,2,ve,ANY,ie,ANY,ANY
ir,v,e,2,1,0,2,vid,ANY,e,ANY,ANY
ir,nt,e,2,0,0,2,nte,ANY,ie,ANY,ANY
ir,nt,e,2,1,0,2,ntid,ANY,e,ANY,ANY
ir,ANY,eí,2,0,0,2,e,ANY,í,ANY,ANY
ir,ANY,eí,2,1,0,2,d,ANY,eí,ANY,ANY
ir,ANY,ven,2,0,0,2,n,ANY,ve,ANY,ANY
ir,ANY,ven,2,1,0,2,id,ANY,ven,ANY,ANY
ir,ANY,qui,0,0,0,3,ir,ANY,qui,ANY,ANY
ir,ANY,eñ,0,0,0,3,ir,ANY,eñ,ANY,ANY
ir,ANY,duc,0,0,0,3,ir,ANY,duc,ANY,ANY
ir,u,ANY,0,0,0,3,uir,ANY,ANY,ANY,ANY
ir,ü,ANY,0,0,0,3,üir,ANY,ANY,ANY,ANY
ir,u,h,0,0,0,3,uir,ANY,h,ANY,ANY
ir,u,f,0,0,0,3,uir,ANY,f,ANY,ANY
ir,dec,ANY,0,0,0,3,decir,ANY,ANY,ANY,ANY
ir,ANY,bendec,0,0,0,3,ir,ANY,bendec,ANY,ANY
ir,ANY,maldec,0,0,0,3,ir,ANY,maldec,ANY,ANY
ir,ANY,contradec,0,0,0,3,ir,ANY,contradec,ANY,ANY
ir,ANY,desdec,0,0,0,3,ir,ANY,desdec,ANY,ANY
ir,ANY,interdec,0,0,0,3,ir,ANY,interdec,ANY,ANY
ir,ANY,predec,0,0,0,3,ir,ANY,predec,ANY,ANY
